Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2008011838153,2008-01-11 00:00:00,2008-01-06 00:00:00,ONT,Ontario International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),220.0,Settled,50.0,Settle,5.0,170.0
2009022355751,2009-02-06 00:00:00,2009-01-22 00:00:00,IAD,Washington Dulles International,Virgin America,Property Damage,Checked Baggage,Luggage (all types including footlockers),86.99,Denied,0.0,Deny,15.0,86.99
2005081190410,2005-08-02 00:00:00,2005-07-28 00:00:00,PWM,Portland International Jetport,US Express,Property Damage,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,5.0,0.0
2007070227683,2007-07-02 00:00:00,2007-05-09 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Currency; Jewelry - Fine,750.0,Denied,0.0,Deny,54.0,750.0
2007012619597,2007-01-18 00:00:00,2006-12-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,AirTran Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),135.98,Approved,135.98,Approve in Full,21.0,0.0
0708152M,2003-07-08 00:00:00,2003-06-28 00:00:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Settled,150.0,Settle,10.0,150.0
2008081148321,2008-08-01 00:00:00,2008-07-26 00:00:00,HXD,Hilton Head Island Airport,USAir,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),299.0,Settled,134.55,Settle,6.0,164.45
2007100332884,2007-09-28 00:00:00,2007-09-22 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Other,211.43,Denied,0.0,Deny,6.0,211.43
0821048M,2003-08-21 00:00:00,2003-08-04 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Other,22.0,Approved,22.0,Approve in Full,17.0,0.0
2004043050279,2004-03-10 00:00:00,2003-02-06 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),518.0,Settled,249.0,Settle,398.0,269.0
2004061455546,2004-05-19 00:00:00,2004-04-23 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,38.0,Settled,19.0,Settle,26.0,19.0
2007020920547,2007-02-07 00:00:00,2007-01-24 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),189.99,Settled,94.95,Settle,14.0,95.04
2007121936666,2007-12-14 00:00:00,2007-12-03 00:00:00,BNA,Nashville International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,45.0,Settled,22.5,Settle,11.0,22.5
2004052152993,2004-04-06 00:00:00,2004-03-27 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),120.0,Settled,56.0,Settle,10.0,64.0
2008072547480,2008-07-21 00:00:00,2008-07-12 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Razors (other than electric),109.0,Denied,0.0,Deny,9.0,109.0
2007070227722,2007-06-26 00:00:00,2007-05-22 00:00:00,CLE,Cleveland Hopkins International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,681.88,Approved,681.88,Approve in Full,35.0,0.0
2005071488958,2005-07-13 00:00:00,2005-07-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Currency,25.0,Denied,0.0,Deny,6.0,25.0
2004070758716,2004-06-21 00:00:00,2004-05-12 00:00:00,JAX,Jacksonville International,USAir,Passenger Property Loss,Checked Baggage,Cell Phones,319.5,Settled,159.75,Settle,40.0,159.75
2009022355761,2009-02-09 00:00:00,2009-01-18 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,17.31,Approved,17.31,Approve in Full,22.0,0.0
0717106M,2003-07-17 00:00:00,2003-07-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,105.99,Approved,105.99,Approve in Full,15.0,0.0
2008051344176,2008-05-08 00:00:00,2008-05-06 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Denied,0.0,Deny,2.0,50.0
2005110795701,2005-10-27 00:00:00,2005-10-06 00:00:00,STL,Lambert St. Louis International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Denied,0.0,Deny,21.0,80.0
2005100594035,2005-09-29 00:00:00,2005-08-11 00:00:00,RNO,Reno/Tahoe International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,4.29,Approved,4.29,Approve in Full,49.0,0.0
2006031302956,2006-03-07 00:00:00,2006-02-25 00:00:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,10.0,200.0
2009020955381,2009-01-29 00:00:00,2009-01-10 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Binoculars,550.0,Denied,0.0,Deny,19.0,550.0
2004062857611,2004-06-07 00:00:00,2004-05-27 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),28.95,Approved,28.95,Approve in Full,11.0,0.0
2008082148913,2008-08-18 00:00:00,2008-07-28 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),52.87,Denied,0.0,Deny,21.0,52.87
2007031522333,2007-03-12 00:00:00,2007-03-04 00:00:00,TPA,Tampa International,Midway Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),73.45,Approved,73.45,Approve in Full,8.0,0.0
2006020100766,2006-01-26 00:00:00,2005-12-02 00:00:00,MCO,Orlando International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,373.62,Settled,186.81,Settle,55.0,186.81
2004102165469,2004-09-20 00:00:00,2004-08-22 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,636.0,Settled,276.62,Settle,29.0,359.38
2009032757001,2009-03-16 00:00:00,2009-03-12 00:00:00,TUS,Tucson International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),38.0,Approved,38.0,Approve in Full,4.0,0.0
2007060826581,2007-06-06 00:00:00,2007-05-25 00:00:00,PIT,Pittsburgh International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,25.0,Approved,25.0,Approve in Full,12.0,0.0
2007041223868,2007-04-09 00:00:00,2006-11-29 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.; Jewelry - Costume,533.0,Settled,113.0,Settle,131.0,420.0
2007082130643,2007-08-20 00:00:00,2007-08-05 00:00:00,DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),160.8,Denied,0.0,Deny,15.0,160.8
2007112635383,2007-11-23 00:00:00,2007-10-20 00:00:00,MCO,Orlando International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Costume; Other,130.0,Denied,0.0,Deny,34.0,130.0
2007092532511,2007-09-21 00:00:00,2007-08-30 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,9.0,Denied,0.0,Deny,22.0,9.0
2007121036321,2007-12-10 00:00:00,2007-11-21 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,20.0,Denied,0.0,Deny,19.0,20.0
2009031756360,2009-02-10 00:00:00,2009-01-25 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Material (including yard goods and yarn),28.97,Denied,0.0,Deny,16.0,28.97
2005063087894,2005-06-23 00:00:00,2005-06-14 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Other,712.0,Denied,0.0,Deny,9.0,712.0
2007071228221,2007-07-06 00:00:00,2007-06-11 00:00:00,SAN,San Diego International,Austrian Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),19.0,Approved,19.0,Approve in Full,25.0,0.0
2004080560614,2004-07-27 00:00:00,2004-06-28 00:00:00,DCA,Ronald Reagan Washington National Airport,Continental Airlines,Property Damage,Checked Baggage,Jewelry - Fine,25.0,Approved,25.0,Approve in Full,29.0,0.0
2004092363680,2004-08-13 00:00:00,2004-01-24 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Passenger Theft,Checked Baggage,Other,770.0,Settled,385.0,Settle,202.0,385.0
2005062487200,2005-06-15 00:00:00,2005-06-03 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,12.0,50.0
2005110895790,2005-10-28 00:00:00,2005-10-25 00:00:00,FAI,Fairbanks International,Alaska Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),20.0,Denied,0.0,Deny,3.0,20.0
2006080110305,2006-07-26 00:00:00,2006-05-08 00:00:00,MIA,Miami International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,26.95,Denied,0.0,Deny,79.0,26.95
2009011454505,2009-01-08 00:00:00,2008-12-28 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),195.0,Denied,0.0,Deny,11.0,195.0
2008092950566,2008-09-26 00:00:00,2008-09-15 00:00:00,CAK,Akron-Canton Regional,Delta Air Lines,Employee Loss (MPCECA),Checked Baggage,MP3 Players-(iPods; etc),300.0,Denied,0.0,Deny,11.0,300.0
2007032122665,2007-03-18 00:00:00,2007-01-08 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,248.0,Approved,248.0,Approve in Full,69.0,0.0
2008100350767,2008-10-01 00:00:00,2008-09-22 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Property Damage,Checkpoint,Other,100.0,Denied,0.0,Deny,9.0,100.0
2009082062801,2009-08-17 00:00:00,2009-07-30 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,18.0,0.0
2009122266705,2009-12-17 00:00:00,2009-12-09 06:27:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),14.95,Denied,0.0,Deny,7.0,14.95
2008080648121,2008-07-31 00:00:00,2008-07-04 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,218.75,Denied,0.0,Deny,27.0,218.75
2006032703701,2006-03-21 00:00:00,2006-01-30 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,239.76,Settled,119.88,Settle,50.0,119.88
0711012M,2003-07-11 00:00:00,2003-06-12 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),15.0,Approved,15.0,Approve in Full,29.0,0.0
2005101794722,2005-10-12 00:00:00,2005-09-21 00:00:00,IND,Indianapolis International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),29.95,Approved,29.95,Approve in Full,21.0,0.0
2005110495627,2005-10-26 00:00:00,2005-08-28 00:00:00,SNA,John Wayne,American Airlines,Property Damage,Checked Baggage,Medicines,177.0,Approved,177.0,Approve in Full,59.0,0.0
2007091932295,2007-09-18 00:00:00,2007-08-07 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),349.0,Approved,349.0,Approve in Full,42.0,0.0
2009012154664,2009-01-12 00:00:00,2009-01-03 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,452.93,Denied,0.0,Deny,9.0,452.93
0202314M,2004-02-02 00:00:00,2004-01-17 00:00:00,DEN,Denver International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,335.0,Settled,167.5,Settle,16.0,167.5
2008011738079,2008-01-08 00:00:00,2007-12-08 00:00:00,EWR,Newark International Airport,Singapore Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),760.0,Denied,0.0,Deny,31.0,760.0
2004112467732,2004-10-12 00:00:00,2004-10-08 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Settled,50.0,Settle,4.0,100.0
2008041742825,2008-04-11 00:00:00,2008-03-19 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,207.0,Denied,0.0,Deny,23.0,207.0
2007032022578,2007-03-15 00:00:00,2007-03-11 00:00:00,MCO,Orlando International Airport,Sun Country Airlines Inc,Passenger Property Loss,Checked Baggage,Batteries - Dry cell only; Cameras - Digital; Other,417.54,Denied,0.0,Deny,4.0,417.54
2006010698935,2005-12-28 00:00:00,2005-12-15 00:00:00,BHM,Birmingham International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,130.0,Denied,0.0,Deny,13.0,130.0
2005051084342,2005-05-09 00:00:00,2005-04-07 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,9.48,Approved,9.48,Approve in Full,32.0,0.0
2009110365037,2009-10-26 00:00:00,2009-09-16 14:19:00,MYR,Myrtle Beach International,UAL,Property Damage,Checked Baggage,Stereo Items & Accessories,48.95,Denied,0.0,Deny,39.0,48.95
2007081530332,2007-08-13 00:00:00,2007-07-28 00:00:00,SNA,John Wayne,USAir,Property Damage,Checked Baggage,Other,110.0,Denied,0.0,Deny,16.0,110.0
2005050283788,2005-04-29 00:00:00,2005-04-02 00:00:00,KOA,Kona International,UAL,Passenger Property Loss,Checked Baggage,Other,74.79,Denied,0.0,Deny,27.0,74.79
2006072009815,2006-07-18 00:00:00,2006-07-12 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,60.0,Denied,0.0,Deny,6.0,60.0
2005120797155,2005-11-23 00:00:00,2005-10-28 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Other,207.48,Denied,0.0,Deny,26.0,207.48
2006090511966,2006-08-30 00:00:00,2006-08-11 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,316.99,Settled,139.58,Settle,19.0,177.41
2005042583296,2005-04-22 00:00:00,2005-04-01 00:00:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,21.0,0.0
2004111867342,2004-10-01 00:00:00,2004-07-01 00:00:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),60.0,Approved,60.0,Approve in Full,92.0,0.0
2007042624507,2007-04-23 00:00:00,2007-03-29 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,430.98,Denied,0.0,Deny,25.0,430.98
2007102934051,2007-10-22 00:00:00,2007-08-12 00:00:00,ICT,Wichita Mid-Continent,Delta Air Lines,Passenger Property Loss,Checkpoint,Alcoholic beverages; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,40.0,Denied,0.0,Deny,71.0,40.0
2005121597888,2005-12-12 00:00:00,2005-11-10 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,499.99,Denied,0.0,Deny,32.0,499.99
2005101494560,2005-10-07 00:00:00,2005-09-27 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Medicines,6.5,Denied,0.0,Deny,10.0,6.5
2005042583224,2005-04-22 00:00:00,2005-04-10 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Cameras - Digital,228.09,Denied,0.0,Deny,12.0,228.09
2008030740614,2008-02-27 00:00:00,2008-02-26 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),175.0,Denied,0.0,Deny,1.0,175.0
2006092613302,2006-09-25 00:00:00,2006-09-17 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,24.99,Approved,24.99,Approve in Full,8.0,0.0
2006040403981,2006-03-24 00:00:00,2006-03-11 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,294.25,Approved,294.25,Approve in Full,13.0,0.0
2006100313565,2006-09-29 00:00:00,2006-09-22 00:00:00,CRP,Corpus Christi International,American Airlines,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),100.0,Approved,100.0,Approve in Full,7.0,0.0
2004122971651,2004-11-09 00:00:00,2004-10-26 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,14.0,150.0
2005062787292,2005-06-14 00:00:00,2005-04-24 00:00:00,BTR,Baton Rouge Metropolitan,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),300.0,Denied,0.0,Deny,51.0,300.0
2007110634543,2007-11-05 00:00:00,2007-11-02 00:00:00,MDW,Midway International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,84.63,Denied,0.0,Deny,3.0,84.63
0203070L,2003-02-03 00:00:00,2003-01-05 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),35.0,Approved,35.0,Approve in Full,29.0,0.0
2005050383944,2005-04-28 00:00:00,2005-04-07 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,263.28,Denied,0.0,Deny,21.0,263.28
2008110451723,2008-10-24 00:00:00,2008-10-11 00:00:00,SBP,San Luis Obispo,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,610.0,Denied,0.0,Deny,13.0,610.0
2008040742031,2008-03-25 00:00:00,2008-03-17 00:00:00,HNL,Honolulu International Airport,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,41.34,Denied,0.0,Deny,8.0,41.34
